"x"
"snp00006"	0.0511092980754545
"snp00009"	0.080992330780613
"snp00011"	0.183532594231213
"snp00018"	0.0281943392023773
"snp00026"	0.144136946076145
"snp00031"	-0.0445462161532834
"snp00035"	-0.0651931075177599
"snp00036"	0.0437847859807232
"snp00049"	0.152643725828261
"snp00052"	-0.198029103954876
"snp00075"	0.0665151708832918
"snp00076"	-0.23108261565145
"snp00087"	0.00841104907277794
"snp00101"	0.0164703846932898
"snp00102"	-0.0295777179847636
"snp00103"	0.157991986674218
"snp00111"	-0.0737983392486169
"snp00113"	0.0452859754847506
"snp00116"	0.0229546499106528
"snp00117"	0.0414864846161608
"snp00130"	-0.0878088527565022
"snp00131"	0.135689742591282
"snp00141"	0.0775463602758196
"snp00144"	0.0864863645754601
"snp00145"	0.0726752564250745
"snp00166"	-0.0685234796827001
"snp00172"	-0.0249297979459647
"snp00173"	-0.106103061294914
"snp00177"	-0.120957200460563
"snp00185"	0.0449026132137874
"snp00190"	0.0213965332027301
"snp00191"	0.0933290496181509
"snp00201"	-0.0496949111732743
"snp00202"	0.1096178132594
"snp00205"	0.0663504339953713
"snp00227"	-0.0094035705199426
"snp00239"	-0.0740913816686036
"snp00249"	0.0285733964344964
"snp00255"	-0.0698192323520052
"snp00256"	-0.0454730831568121
"snp00259"	0.0023972752845199
"snp00324"	0.00840166403505071
"snp00349"	0.129413428193025
"snp00439"	0.0960701741870123
"snp00472"	0.0910269414828133
"snp00546"	0.013861053999388
"snp00552"	-0.0979172235802133
"snp00562"	-0.101875515987385
"snp00563"	0.0225816002680326
"snp00565"	-0.105041521307237
"snp00583"	-0.0233736572085604
"snp00585"	0.111623712709829
"snp00589"	-0.130333199079867
"snp00594"	-0.0267075396653377
"snp00602"	-0.0492259943836329
"snp00603"	0.132405275000535
"snp00621"	0.044022550802265
"snp00629"	0.26164304438643
"snp00634"	-0.112675570051014
"snp00640"	-0.109194804375793
"snp00642"	-0.109043641041523
"snp00643"	-0.0127361353312035
"snp00655"	0.080632426925255
"snp00662"	0.0576184802104753
"snp00669"	-0.0142090080514744
"snp00670"	-0.114469174393308
"snp00689"	0.0552247035413662
"snp00694"	-0.119766864820675
"snp00702"	0.0649633624882218
"snp00711"	0.0767342862672236
"snp00712"	-0.0722528971566316
"snp00715"	0.161475382904987
"snp00717"	-0.0784577471843126
"snp00721"	-0.0592880206724851
"snp00722"	0.103643593542553
"snp00724"	-0.0286797845599525
"snp00742"	0.0951160101012266
"snp00758"	0.0117102185894423
"snp00766"	-0.0253973467408802
"snp00796"	-0.139489809496252
"snp00801"	-0.0818774475722086
"snp00808"	-0.0187043771836755
"snp00810"	-0.0590281939706963
"snp00812"	0.0934282237068449
"snp00816"	-0.195253904725153
"snp00826"	0.0441232819886835
"snp00830"	0.0539551885040064
"snp00832"	0.292542107273465
"snp00834"	-0.0190238200942479
"snp00836"	-0.0599926921609529
"snp00842"	-0.154070667180225
"snp00847"	0.160437769856446
"snp00855"	0.0533740166154254
"snp00868"	0.118326846137038
"snp00875"	-0.123273763572746
"snp00877"	0.122606230133282
"snp00888"	-0.123717604055294
"snp00889"	0.0405057965034947
"snp00891"	0.0150467128898017
"snp00892"	-0.103604255526304
"snp00894"	0.103987862168952
"snp00913"	0.0835227678369695
"snp00943"	-0.0473740610488998
"snp00948"	0.0138141379150144
"snp00953"	0.182158723991942
"snp00955"	-0.0806874226369801
"snp00957"	0.0298322158487332
"snp00958"	-0.0189976715497892
"snp00967"	0.00521621934571192
"snp00979"	0.0729913128226266
"snp00980"	0.299691060715209
"snp00982"	-0.0384745494998268
"snp00992"	-0.230831447629867
"snp00996"	0.0653618366888887
"snp01003"	0.134172277214023
"snp01041"	-0.0720232962207801
"snp01047"	0.425272831327878
"snp01052"	0.175280857764758
"snp01062"	0.174412176594548
"snp01078"	0.0189430868010575
"snp01097"	0.145562942199083
"snp01101"	0.153150362234451
"snp01118"	-0.0954083165290004
"snp01120"	-0.0763298967170185
"snp01161"	0.163574224085
"snp01227"	-0.110300015500035
"snp01229"	0.0538996324551844
